taxon	taxon rank	candidate	taxon author	synonyms	alternative names	remarks
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;Ceratiomyxella	genus					
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;Nematostelium	genus					
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;Schizoplasmodium	genus					
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schoutedamoeba	genus		Van Vichelen et al. 2016			
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Soliformoviidae	family		Lahr & Katz 2011			
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Soliformoviidae;Grellamoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Soliformoviidae;Soliformovum	genus					
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'AND16 lineage'	genus	true				
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'Union16-1-3 lineage'	genus	true				
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'Amb_18S_765 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'M1_18H06 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'MPE1-44 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'PRS2_4E_19 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'SAWY402 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'WIM1 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'WIM5 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;Tubulinea	class		Smirnov et al. 2005			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia	order		Kang et al. 2017			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Microcoryciidae	family					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Microcoryciidae;Amphizonella	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Microcoryciidae;Diplochlamys	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Trichosphaerium	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia	order		Cavalier-Smith 2004			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;Echinamoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;Echinamoeba;'Micriamoeba clade'						based on 18S Micriamoeba would be a junior synonym of Echinamoeba
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;Vermamoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia			Kang et al. 2017			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida	order		Kent 1880			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Heleopera	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha						
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;Pyxidicula	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;Microchlamys	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;Spumochlamys	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina						
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Phryganella	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Cryptodifflugia	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids'						18S-based group
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Argynnia	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Bullinularia	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Centropyxis	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Physochila	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina						
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;Arcella	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;Netzelia	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;Cyclopyxis	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Longithecina						
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Longithecina;Difflugia	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Longithecina;Lesquereusia	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes	
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Alabasta	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Alocodera	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Apodera	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Certesella	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Cornutheca	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Gibbocarina	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Hyalosphenia	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Longinebela	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Mirabella	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Nebela	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Padaungiella	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Planocarina	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Porosia	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Quadrulella	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida	order		Smirnov et al. 2011			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids'						18S-based group
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae	family					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;Amoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;Chaos	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;Deuteramoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae	family					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Hartmannella	genus					no genetic data yet for this genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Copromyxa	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Glaeseria	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Polychaos	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Saccamoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';'ptolemebids'						only one described genus Ptolemeba in this group, but contains environmental lineages of unknown morphology
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';'ptolemebids';Ptolemeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'nolandellids'						only one described genus Nolandella in this group, but contains environmental lineages of unknown morphology
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'nolandellids';Nolandella	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida	order		Smirnov et al. 2017			
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Gephyramoeba	genus					no genetic data yet for this genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Rhizamoeba	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage'						18S-based group; Flabellula and Leptomyxa form a well-supported clade at the exclusion of Rhizamoeba
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Flabellula	genus					
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Flabellula;'Fcitata clade'						deep genetic divergence within genus Flabellula
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Flabellula;'Ftrinovantica clade'						deep genetic divergence within genus Flabellula
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Leptomyxa	genus					
Eukaryota;Amorphea;Amoebozoa;'HAVOmat lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;'UI13E03 clade'						entirely environmental lineage so far
Eukaryota;Amorphea;Amoebozoa;'YS16Ec12 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa			Brown et al. 2013			
Eukaryota;Amorphea;Obazoa;Apusomonadida	order		Karpov & Mylnikov 1989			
Eukaryota;Amorphea;Obazoa;Apusomonadida;Amastigomonas	genus					no genetic data yet for this genus
Eukaryota;Amorphea;Obazoa;Apusomonadida;Apusomonas	genus				APU-27 lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;Manchomonas	genus				APU-24 lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;Multimonas	genus				APU-18 lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;Podomonas	genus				APU-13 lineage; APU-14 lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae					APU-30 lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;Chelonemonas	genus					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;Thecamonas	genus					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;'Bamfield lineage'						
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-01 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-02 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-04 lineage'	genus	true			Ivy8c lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-06 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-09 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-16 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-17 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-19 lineage'	genus	true			CCAP-contam lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-21 lineage'	genus	true			AF-17 lineage	
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-22 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-23 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Amorphea;Obazoa;Breviatea	class		Cavalier-Smith et al. 2004			
Eukaryota;Amorphea;Obazoa;Breviatea;Breviata	genus					
Eukaryota;Amorphea;Obazoa;Breviatea;Lenisia	genus					
Eukaryota;Amorphea;Obazoa;Breviatea;Pygsuia	genus					
Eukaryota;Amorphea;Obazoa;Breviatea;Subulatomonas	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta			Adl et al. 2005			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa			Lang et al. 2002			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa			Brunet & King 2017			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata	class		Kent 1880		Craspedomonadina; Choanoflagelliida	
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida	order		Nitsche et al. 2011			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae	family		Nitsche et al. 2011			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;Acanthoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;Enibas	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;Helgoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;Polyoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;Savillea	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Acanthoecidae;'SIOpierAcanth1 lineage'	genus	true				
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae	family		Leadbeater in Nitsche et al. 2011			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade'						18S-based group
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Acanthocorbis						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Bicosta						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Calliacantha						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Cosmoeca						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Didymoeca						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Parvicorbicula						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Aunguiculata clade';Pleurasiga						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Dgrandis clade'						18S-based group
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Dgrandis clade';Crinolina						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Dgrandis clade';Diaphanoeca						
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Acanthoecida;Stephanoecidae;'Sdiplocostata clade'						18S-based group
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida	order		Nitsche et al. 2011			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;Salpingoeca	genus					polyphyletic genus; type species not yet sequenced
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Codosiga lineage'						18S-based group; Codosiga and Sphaeroeca form a well-supported clade
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Codosiga lineage';Codosiga	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Codosiga lineage';Sphaeroeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;Hartaetosiga	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;Lagenoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;Paramonosiga	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;Stagondoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Microstomoeca lineage'						18S-based group; Microstomoeca and the Srosetta lineage form a well-supported clade
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Microstomoeca lineage';Microstomoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Microstomoeca lineage';'Srosetta lineage'	genus	true				candidate genus (unless it contains the type species of Salpingoeca)
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Monosiga lineage'						18S-based group; Choanoeca and Monosiga form a well-supported clade
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Monosiga lineage';Choanoeca	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Monosiga lineage';Monosiga	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Mylnosiga lineage'						18S-based group; Desmarella and Mylnosiga form a well-supported clade
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Mylnosiga lineage';Desmarella	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Mylnosiga lineage';Mylnosiga	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Sinfusionum lineage'	genus	true				candidate genus (unless it contains the type species of Salpingoeca)
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Skvevrii lineage'	genus	true				candidate genus (unless it contains the type species of Salpingoeca)
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Spunica lineage'	genus	true				candidate genus (unless it contains the type species of Salpingoeca)
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'Stuba lineage'	genus	true				candidate genus (unless it contains the type species of Salpingoeca)
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Craspedida;'UC1 lineage'	genus	true				
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;'UC4 lineage'	genus	true				
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa			Haeckel 1874			
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia			Linnaeus 1758		Eumetazoa	
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;Ctenophora	phylum					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa'					ParaHoxozoa Ryan et al. 2010	18S-based group; Bilateria, Cnidaria and Placozoa form a well-supported clade at the exclusion of Ctenophora
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Placozoa	phylum					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Placozoa;Trichoplax	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Placozoa;Hoilungia	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Placozoa;Polyplacotoma	genus					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria	phylum					
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Anthozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Anthozoa;Ceriantharia
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Anthozoa;Hexacorallia
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Anthozoa;Octocorallia
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Cubozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Hydrozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Hydrozoa;Hydroidolina
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Hydrozoa;Trachylina
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Myxozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Polypodiozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Scyphozoa
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Medusozoa;Scyphozoa;Coronatae
